"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","f","n","k"
"1",0.294503998809084,0.828002590385948,0.399958763693474,0.332931214608095,0.319935322071622,0.346151714946443,0.390047542323645,0.291393076706201,0.418239572638423,0.328201723487813,0.440630981268736,0.15022684693008,0.316763150597808,0.374120922486562,0.303185853754208,0.384888847767165,0.362844860958893,0.442746800134185,0.554017136355034,0.224554352616575,0.295284763215616,0.371888532530804,0.354426147125187,0.354411559095599,0.339151993985326,0.307092300288156,0.143589251469171,0.39353022569624,0.179782520418227,0.376486979957779,0.309352461007784,0.345182210661074,0.537374683495944,0.311093775576073,0.327570897527168,0.327252302030031,0.517194282919536,0.307003335383545,0.354807508515777,0.333013524339949,0.339605940482372,0.544648482895279,0.212937148237275,0.404275773038901,0.516401294466208,0.227443833547583,0.330092690011904,0.404576817465619,0.348555882941923,0.329256703626248,0.333333333333333,1000,3
"2",0.289161007257447,0.334629282709058,0.305764594345404,0.333083213348062,0.169110486635854,0.359124573567251,0.319991387707196,0.297666702601313,0.390264129390056,0.392028441846702,0.503622251774895,0.276672752341085,0.293963687704419,0.339547556665928,0.280157472089282,0.339814186013288,0.0882696463534751,0.388835112153733,0.306233790514419,0.400417294382423,0.37086624821725,0.414787465476124,0.443285627210905,0.328158619651892,0.270026089552205,0.308124918480124,0.167791059689412,0.428488997304061,0.320569990308107,0.288372821207314,0.28568850860834,0.302226133853529,0.278709633784395,0.333851863528301,0.362364974021305,0.312165212808937,0.366274636893652,0.299832311072352,0.345290909572966,0.301408466897538,0.326753707676499,0.382828625122331,0.321611960401359,0.371033029577457,0.312315833087213,0.296630349947516,0.292815085673571,0.385658779591955,0.358402611574772,0.323288218001207,0.333333333333333,1000,3
"3",0.280018117426529,0.454379715488176,0.279570975027199,0.277038404915521,0.264844295203401,0.316493137737062,0.351258550202203,0.263933748552971,0.343062089677052,0.312462334520853,0.429617815161345,0.213058268941296,0.372453661343691,0.335041630129117,0.320917956545041,0.379928312673639,0.427937382351879,0.334897837024111,0.366936125022358,0.119228256416759,0.37002777815863,0.339681768105514,0.356006970544072,0.317261417064841,0.284673774611434,0.324456469811003,0.192044956121911,0.433347515950748,0.290585935215874,0.263410899358848,0.318006388667288,0.313900244627797,0.467348500794432,0.335385696658144,0.33074389681648,0.400742535368655,0.354628394714653,0.24492124964037,0.305092269863342,0.354746773167055,0.326759279926315,0.148324158041367,0.386289902831029,0.410435438800027,0.399353132121493,0.299428560980252,0.330494590970673,0.4641740326501,0.340219649480947,0.313567834584338,0.333333333333333,1000,3
"4",0.290022954419329,0.976853451887778,0.336505652269637,0.328106698321499,0.195048124925278,0.343411657227444,0.305780554078295,0.34928543024899,0.373171235514877,0.28707237783263,0.397860250312176,0.3237959572243,0.343448252627862,0.295899392908605,0.286695753849515,0.333399395010867,0.237554357893496,0.448798576406431,0.523559872053049,0.349973018038607,0.331311941677735,0.515352527184051,0.379322192596141,0.381697187100211,0.292565428279266,0.318444816796441,0.246738016096101,0.540116653548188,0.272258402829307,0.384728096526,0.383711536571268,0.322334200380688,0.286821190302723,0.385031251873105,0.382271764260065,0.408097900128784,0.473058464055633,0.293684116507258,0.316101495422086,0.327602133704311,0.299947405049777,0.198899621831233,0.295805102771667,0.356092215282231,0.375017866290688,0.292428717849436,0.350476745805178,0.39108279302541,0.341644652023708,0.345724471401096,0.333333333333333,1000,3
"5",0.23321604355654,0.726234441780869,0.315742416668631,0.308844338595247,0.197375772376021,0.330166865795096,0.320215774218868,0.254280004396866,0.378838907071709,0.268966729790122,0.345575202434051,0.255755843182533,0.339287060617082,0.332996299659227,0.300244391252359,0.269413279259849,0.193654055530433,0.39466541398278,0.39378820634557,0.404619267762021,0.374634419461342,0.483044783689868,0.407477001833136,0.337795283096041,0.271121364789535,0.298047028487157,0.126623842875525,0.429189929230244,0.323546351388967,0.322073603753205,0.448248235646341,0.348418676365331,0.34693393427994,0.305828384272493,0.381261400463948,0.303950988636345,0.523646444057551,0.356360689058409,0.355328783995847,0.324547793975241,0.308893698787287,0.14886805683456,0.377076273266357,0.369517668349868,0.28439383325529,0.327659999868567,0.317567514659075,0.441177229457821,0.372413358144509,0.307101705265887,0.333333333333333,1000,3
"6",0.239288787454572,0.558214730274185,0.149108292978515,0.306291370794984,0.190020478656899,0.339620275953239,0.292605849147986,0.283346647928734,0.397784556790696,0.369751490464028,0.370726388187444,0.278800581555567,0.323669569188951,0.321740566643336,0.314121211393777,0.431079513953401,0.341086332957154,0.435060076783107,0.365287940047701,0.639229251869056,0.428870370410733,0.424918115902636,0.282383074603783,0.300653062569304,0.27918016634554,0.351330922101573,0.381208984629982,0.304841730274102,0.261267638279891,0.345939354130342,0.326558594140659,0.277865796668745,0.224969482352034,0.421926653670139,0.342302381310856,0.320578442631095,0.60105243062867,0.218420408483533,0.347085106313825,0.352709047654582,0.316356662099091,0.417385067622399,0.22662387795807,0.34008330495675,0.176335438254399,0.302411547020841,0.367927914692886,0.423521003098584,0.370455022424146,0.27373475627166,0.333333333333333,1000,3
"7",0.258916491803104,0.546420257370265,0.285654988527308,0.344506274538731,0.271180820617093,0.347645966794642,0.320379796022892,0.251524092150404,0.41753848992597,0.366323478696699,0.454408564361646,0.24809702216908,0.310092073463869,0.351058445075373,0.267303921879089,0.391033882546573,0.643101800706136,0.360937676605706,0.471233111576534,0.133829143367716,0.402960309977298,0.412535140966063,0.331928803100529,0.289775775071191,0.323504479892872,0.319340992701341,0.319560034936057,0.356000317791238,0.242050072255039,0.342487957798278,0.370268360332407,0.36650233645992,0.132371827442411,0.26819677255996,0.341629895343128,0.373211800202061,0.491828710751842,0.323213212317645,0.348660872142755,0.36359105052352,0.328147092298376,0.156126204393429,0.168234113362251,0.377504490238159,0.226842633130572,0.290613297214641,0.321321417584335,0.372284903146376,0.343906992169829,0.312903244530622,0.333333333333333,1000,3
"8",0.258282849597631,0.815236968923078,0.36977252192831,0.319121433134339,0.240778354326906,0.383850440282812,0.400225354083424,0.290399763007793,0.408505609906455,0.412498073728437,0.427327843426761,0.23552352887768,0.299178807922766,0.346661711269661,0.2466517901008,0.332425847561398,0.420746800470707,0.279684893730633,0.467689697055862,0.197477730049042,0.379100932419864,0.379522262954794,0.363466843820612,0.353891392895653,0.294883933820944,0.335678110564507,0.274815160450483,0.302776554551983,0.19960103369063,0.315123271198453,0.36765327259924,0.228661890774782,0.258718780338541,0.278519835663581,0.340510629221637,0.368517191891712,0.4816569290659,0.351782582614419,0.311502549330475,0.358927415375646,0.313033460305562,0.406027702565034,0.478388987912173,0.394942605722712,0.319031135992226,0.243136793903826,0.342434240666179,0.52615304771001,0.364354064776953,0.306542860994034,0.333333333333333,1000,3
"9",0.230203851015103,0.349115525575746,0.289762062927866,0.307017117500567,0.252012693353756,0.357322224433053,0.402416614457666,0.282430221429538,0.447412094382889,0.292120110791921,0.464079556544772,0.18767627860539,0.344968159460271,0.323014965313476,0.302574988805158,0.447305844013481,0.252027351582594,0.265176568390909,0.474756926289811,0.374014769249662,0.375088247228651,0.393848783427836,0.332231820178962,0.390115106972468,0.254068667992533,0.336316686641686,0.657223138056215,0.399451646104922,0.11843292097839,0.331846775416634,0.369397695994007,0.259500519243759,0.367893876958479,0.350759821420021,0.351968566492562,0.417110551679791,0.394553066449146,0.27562135905958,0.337017673328702,0.35208497824314,0.348157708730845,0.362328186652211,0.449910901240678,0.368215476002082,0.651719248250719,0.32389151603886,0.351845294330706,0.418474290482043,0.386019669275545,0.340741812648672,0.333333333333333,1000,3
"10",0.272181568664863,0.888297563846872,0.248547443834201,0.285729110165296,0.337706397702402,0.324011161897904,0.396752408463505,0.318346304622528,0.354691421502667,0.346209668385368,0.442831388208095,0.13238837567977,0.341947452239378,0.301583148884935,0.242567298734129,0.365269676262188,0.163210742589848,0.292968534392936,0.463854070842476,0.0991717050739435,0.36061719831963,0.354686033378746,0.328958819117745,0.443094533743209,0.291248800948654,0.330638354128686,0.373018456916099,0.362862263811332,0.321281789967841,0.390369320649582,0.305235929822837,0.285212792517581,0.155231979325222,0.368445907436019,0.345808453476906,0.383890849712391,0.536305401680568,0.277352445550987,0.326356461037574,0.34704214938066,0.319384363493723,0.449730998116569,0.371147749971426,0.379876254667348,0.423975736033635,0.285289143091665,0.335480089327251,0.47974079638641,0.338143048438005,0.292123758212708,0.333333333333333,1000,3
"11",0.303833068884844,0.94040867488269,0.417419257591696,0.323240814422794,0.175239368256252,0.34868691071584,0.388091891671164,0.301576090103769,0.416409301876313,0.351888912728997,0.383485600646328,0.150957156361139,0.402907993266463,0.347834679336261,0.283471258102326,0.554303772266315,0.389259044868962,0.247854124278377,0.617237241541917,0.445479808947538,0.422054643515002,0.318914686514995,0.345020398635732,0.393175222151128,0.246240988212903,0.288586823280069,0.253284237075153,0.336217879091674,0.223369292245945,0.313051362748838,0.380270020878447,0.395459644399558,0.363296462835944,0.37117502812211,0.388237836918597,0.30324040164791,0.445521935829873,0.298233744696365,0.355778035355649,0.366312659447667,0.352484765379798,0.243169225875758,0.137367295098413,0.36040902106673,0.446264610682957,0.294900766594464,0.35888497462661,0.416375394543141,0.34997543693567,0.311927497879665,0.333333333333333,1000,3
"12",0.285688408917789,0.304343855460271,0.179611192798096,0.308468669956842,0.165504984591995,0.366579961713317,0.275389717421885,0.321682858061638,0.401892189724794,0.347374043751782,0.410151983984912,0.209257689679276,0.35690704411016,0.284693701292947,0.291376338705473,0.408017678234007,0.528757005928257,0.328701680494384,0.549779226665396,0.388993912806743,0.364304702686253,0.466690576637804,0.396113900588872,0.385634434500112,0.269285524338818,0.293283182198247,0.293221534842299,0.446327137141548,0.252972231497165,0.328740799470712,0.298288887500006,0.303534330167278,0.306941589562669,0.344058699297428,0.345573618768732,0.276231946650469,0.367909298664305,0.319112150986609,0.328704987340115,0.311197309437018,0.333638196499304,0.318697628872017,0.272479314313519,0.362011993824947,0.269927038763315,0.344847617332568,0.333811868619971,0.362990500975,0.295543639768586,0.310187664408928,0.333333333333333,1000,3
"13",0.267331629134272,0.115169466091827,0.177065510712051,0.258889385569664,0.296270576748944,0.363716031301956,0.322688723797251,0.255608338016419,0.335390824489923,0.335038670255593,0.384764683400648,0.190711626934031,0.323866022106385,0.33318875549885,0.267052011143559,0.370159650892405,0.411543498383422,0.407768910707259,0.49847669807859,0.687295872445278,0.409951394637864,0.3484614639906,0.315280738990173,0.333035610144884,0.261217776666087,0.345126447219063,0.546796826467639,0.483290225609062,0.250943052414753,0.394153928483529,0.417014989684193,0.31995813315382,0.323052458131281,0.308202408834261,0.404905532187669,0.404404356203673,0.525989980816192,0.27625977092538,0.375727323912005,0.343272953087141,0.360502394819215,0.297857654140531,0.258838741254667,0.354357186176508,0.365379528038714,0.355724427071618,0.326989643466011,0.447366432765932,0.308342379853434,0.322964161882255,0.333333333333333,1000,3
